"title";"reference";"requirements";"hours";"tasks";"activities";"location";"salary";"type";"period";"link"
"219";"PHP Programmer";"50779";"Datos de interés, Inglés, Programador/a, Grado de Ingeniería en Informática de Gestión, Grado en Ingeniería en Informática de Sistemas, Grado de Ingeniería Informática, Ingeniería técnica en informática de gestión, Ingeniería técnica en informática de sistemas, Ingeniería en informática, Grado de Ingeniería Telemática, Ingeniería técnica en telecomunicación, Ingeniería técnica en telemática, Ingeniería en telecomunicación";;"Buscamos a los/as mejores profesionales que compartan la ilusión por seguir creciendo hacia un horizonte muy prometedor. Ofrecemos formar parte de una compañía líder dedicada a la automoción y turismo en Baleares. Somos una compañía joven y dinámica en pleno crecimiento, donde podrás desarrollar tus capacidades profesionales y personales.Queremos contar con el mejor equipo, por eso valoramos tu ilusión y compromiso hacia la compañía. Llega donde quieras en OK Group. ¡Los límites los pones tú!Seleccionamos a un o una desarrollador o desarrolladora con conocimiento y experiencia en:- PHP POO.- Framework PHP MVC (Symfony, Laravel, Yii)- HTML, CSS, Javascript.- Conocimiento en el uso de ORM (Doctrine, Propel)- Conocimiento y experiencia en integración con terceros y ficheros XMLLas funciones que llevará a cabo la persona seleccionada serán:- Mejoras y evolutivos en el ERP de la empresa.- Configuración y despliegue del punto anterior a entornos de desarrollo, staging y producción.- Analizar junto a los/as compañeros/as de área las mejores opciones para atacar a la problemática que se plantea.- Administrar y operar en la misma BBDD de la aplicación que desarrolle.- Mejora continua de procesos internos dentro del ámbito de desarrollo.";"Alquiler y venta de vehículos";"Palma";"A convenir";"Oferta laboral";"02/01/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50779.html?locale=es"
"220";"Ayudante comercial E-commerce";"50606";"Datos de interés, Grado de Administración de Empresas, Doble titulación: grado de administración de empresas y grado de turismo, Doble titulación: grado de administración de empresas y grado de derecho";"5";"Buscamos un becario/a para incorporarse en una empresa en plena expansión y crecimiento.Tareas a realizar:Apoyo al equipo que desarrolla el negocio en gestiones diarias varias.Análisis datos de mercado.Extracción información: para promociones, para análisis del negocio.Actualización de datos en ventas: diaria y mensualMantenimiento de fichas de productos de nuestra web.Trato directo con el cliente en casos de postventa.Requisitos:Grado en ADE por ser unas prácticas basadas en gestión de una ecommmerce. Valoramos otras titulaciones.Nivel avanzado de InglésOtros requisitos:Personas proactivas, con capacidad para trabajar de forma autónoma, y que cuenten con ¡Ganas de aprender como funciona una ecommerce!Personas con curiosidad, interés y pasión por las nuevas tecnologías; con visión de negocio y actitud comercialPersonas con interés por las ventas online";"Ecommerce, venta al por menor";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"01/02/2019 - 31/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50606.html?locale=es"
"221";"Encargado/a Economato - Club Mac Alcudia";"50504";"Datos de interés, Inglés, Alemán, Grado de Administración de Empresas, Licenciatura en administración y dirección de empresas, Grado de Economía, Grado de Turismo, Licenciatura en economía, Diplomatura en ciencias empresariales, Encargado/a";;"Misión: Realizar de forma cualificada el control y supervisión del economato, negociar con los proveedores y control de existencias. Asimismo planificar, organizar y controlar las actividades relativas para suministrar las mercancías necesarias de cada departamento a la hora de prestar servicio a los clientes.Tareas y deberes:- Dirigir el personal a su cargo, atender a los jefes de departamentos y proveedores.- Aplicar las políticas administrativas financieras fijadas.- Establecer las necesidades de mercancías y material de acuerdo con las demandas de los departamentos.- Gestión de suministros, inventarios y stocks.- Controlar y planificar las existencias en coordinación con el resto de departamentos.- Cumplir con las normas en materia de calidad, medioambiente y prevención de riesgos laborales vigentes.";"Hoteleria";"Alcúdia";"1200-1500";"Oferta laboral";"02/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50504.html?locale=es"
"222";"Técnico Laboral";"51178";"Datos de interés, Grado de Administración de Empresas, Licenciatura en administración y dirección de empresas, Grado de Relaciones Laborales, Diplomatura en relaciones laborales";;"Desde el grupo azuLine estamos buscando un/a Técnico de RRHH (departamento laboral), para incorporar de manera inmediata a nuestro equipo en las oficinas centrales de la compañía, ubicadas en la isla de Ibiza.¿Cuáles serían tus funciones?Gestión de altas y bajas en Seguridad Social.Realización de nóminas.Realización de contratos.Contrat@.Certific@2 de empresa.Seguros sociales.Delt@.Siltr@.Incapacidades temporales.¿Qué requisitos cumpliría nuestro candidato ideal?Formación universitaria en Relaciones Laborales o similar finalizada hace menos de 5 años.Requisito indispensable: Residir en la isla de Ibiza.¿Qué te ofrecemos?Contrato en prácticas durante al menos los primeros 6 meses en la empresa cobrando el 60% del salario (1061.32€).Una gran oportunidad para aprender laboral en una empresa en auge del sector hotelero.";"Hostelería";"Eivissa";"1061.32";"Oferta laboral";"07/01/2019 - 06/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51178.html?locale=es"
"223";"Responsable BI Hotels";"50993";"Datos de interés, Ingeniería en informática, Grado de Ingeniería Informática, Ingeniería en telecomunicación, Grado de Ingeniería Telemática, Doble titulación: grado de matemáticas y ingeniería telemática, Máster Universitario de Análisis de Datos Masivos en Economía y Empresa";;"La persona seleccionada liderará o formará parte de un equipo encargado de mejorar la toma de decisiones a la compañía mediante datos.Tareas:-Definir los dashboards y paneles de control de datos necesarios en cada departamento-Diseñar la arquitectura de datos necesaria (cómo viajan los datos desde las fuentes hasta los dashboards)-Ejecutar esta arquitectura y el reporting";"Desenvolupament tecnològic";"Palma";"35000";"Oferta laboral";"02/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50993.html?locale=es"
"224";"AYUDANTE EN SEGURIDAD OPERACIONAL";"50809";"Datos de interés, Inglés, Grado de Turismo";"5";"Las principales funciones serán dar apoyo en la realización de:- Los análisis de los informes de seguridad operacional(ejemplo:impacto ave en el avión,golpe en el fuselaje, etc) y fatiga recibidos por parte de los pilotos y azafatas.- El tratamiento de los infomres que lleguen por parte de las tripulaciones incluyendolo en la base de datos asociando peligros identificados y realizando valoración de riesgos iniciales.-Colaborar en la investigación de los sucesos-Distribución de informes entre los investigadores-Gestión de la base de datos de la promoción(todos los boletines e información que se pasa a los tripulantes de Vuelo) de la seguridad operacional-Colaboración en la redacción y publicación de artículos de seguridad operacional";"Transport aeri";"Llucmajor";"450";"Prácticas para estudiantes universitarios grado y postgrado";"02/01/2019 - 31/05/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50809.html?locale=es"
"225";"Ayudant área de seguridat Aeroportuaria";"50784";"Datos de interés, Inglés, Grado de Turismo, Grado de Administración de Empresas, Doble titulación: grado de administración de empresas y grado de turismo";"5";"Las funciones a realizar serán apoyar:1) Lectura de legislación para revisar los diferentes manuales de seguridad de los diferentes países.2) Dar de alta al sistema e investigar los diferentes sucesos relacionados con seguridad aeroportuaria que ocurren en las bases.3) Revisión de los informes de seguridad emitidos por las bases para detectar anomalías en la seguridad de los vuelos y contactar con las bases para evitar que se repitan.";"Transport aeri";"Llucmajor";"450";"Prácticas para estudiantes universitarios grado y postgrado";"02/01/2019 - 31/05/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50784.html?locale=es"
"226";"Profesor/a de inglés - Menorca";"51164";"Datos de interés, Grado de Traducción e Interpretación, Grado de Traducción e Interpretación: Inglés y Alemán, Grado en leguas aplicades, Grado de Estudios Ingleses, Grado de Traducción e Interpretación: Inglés Francés, Licenciatura en filología inglesa, Licenciatura en traducción y interpretación";;"Clases de inglés para grupos de hasta seis alumnos/as.";"Educació";"Alaior";"segons conveni";"Oferta laboral";"07/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51164.html?locale=es"
"227";"Responsable Mantenimiento Hipermercados Carrefour";"51158";"Datos de interés, Ingeniería industrial, Grado de Ingeniería Electrónica Industrial y Automática";;"Asegurar el correcto funcionamiento de las instalaciones del Hipermercado, gestionando el mantenimiento preventivo y correctivo, así como la documentación técnica.Garantizar el control de gastos generales (luz, agua, etc.) y la gestión de las empresas mantenedoras (frío industrial, climatización, etc.)Gestionar la Seguridad y vídeo-vigilancia del centro, así como los servicios de limpieza.";"Comercio";"";"24.000";"Oferta laboral";"08/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51158.html?locale=es"
"228";"Auxiliar contable";"51153";"Datos de interés, Grado de Administración de Empresas, Grado de Economía, Grado de Relaciones Laborales, Chino, Internet Explorer";"4";"Contabilizar facturas, atención al cliente, conciliación del banco (tesorería), archivo, comunicación continua con el departamento laboral de todos los movimientos ante la TGSS.";"Gestoria de contabilidad, laboral y fiscal";"Palma";"360";"Prácticas para estudiantes universitarios grado y postgrado";"02/01/2019 - 30/04/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51153.html?locale=es"
"229";"Ayudante de auditoría";"51147";"Datos de interés, Grado de Administración de Empresas, Licenciatura en administración y dirección de empresas";;"Ayudante de auditoría: participar en todo el proceso de auditoría de unas cuentas anuales. Circular bancos, clientes, proveedores, análisis de gastos del personal, etc.";"AUDITORIA DE CUENTAS ANUALES";"Palma";"1300";"Oferta laboral";"14/01/2019 - 31/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51147.html?locale=es"
"230";"Ingeniero/a en edificación - Reforma hotel";"50813";"Datos de interés, Arquitectura técnica, Grado de Ingeniería de Edificación";;"Adjunto/a en Gestión de Obra en Proyecto de Reforma en Hoteles y viviendas de máxima calidad.Trabajo a pie de obra en Mallorca, a jornada completa.Coordinación de industriales y proveedores.Control económico de obra y seguimiento de planificación.";"Espacio de coworking y servicios de arquitectura";"Muro";"2000";"Oferta laboral";"17/12/2018 - 30/04/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50813.html?locale=es"
"231";"Departamento import y export productos de Asia y Europa";"50775";"Datos de interés, Inglés, Grado de Administración de Empresas, Doble titulación: grado de administración de empresas y grado de turismo, Grado de Economía, Doble titulación: grado de economia y grado de turismo, Microsoft Excel, Microsoft Word, Outlook, Microsoft Power Point";"5";"Trabajo en equipo con un jefe de departamento en confección de ofertas (precios, márgenes) de productos y contacto con fabricantes y clientes. Introducción a trabajo con base de datos winclass.";"FABRICACIÓN DE PRODUCTOS DE CONSUMO";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"02/01/2019 - 14/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50775.html?locale=es"
"232";"Apoyo Recursos Humanos";"50623";"Datos de interés, Grado de Relaciones Laborales";"5";"Ayudar en la confección de nóminas, pagos seguridad social, altas, bajas sistema RED y demás trámites con las administraciones.Procesos de selección.Control de absentismos de los trabajadores. Gestión viajes empresa, atención telefónica y atención presencial a los clientes";"Elaboració de software";"Palma";"750";"Prácticas para estudiantes universitarios grado y postgrado";"02/01/2019 - 14/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50623.html?locale=es"
"233";"Ingeniero/a Técnico/a Agrícola";"50591";"Datos de interés, Catalán, Inglés, Ingeniería en agronomía, Ingeniería técnica agrícola, Ingeniería técnica forestal, Grado de Ingeniería Agroalimentaria y del Medio Rural, Microsoft Excel, Microsoft Word";;"Necesitamos a un/a ingeniero/a técnico/a agrícola para funciones de asesoramiento comercial a nuestros clientes; labradores, cooperativas, almacenes, jardineros, etc.";"Distribució de productes relacionats amb agricultura, jardineria i construcció.";"Palma";"1300";"Oferta laboral";"02/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50591.html?locale=es"
"234";"Jefe/a de Obra";"51156";"Datos de interés, Inglés, Ingeniería técnica industrial, Ingeniería industrial, Grado de Ingeniería Electrónica Industrial y Automática, Grado de Ingeniería en Obras Públicas";;"-5 años de experiencia como Jefe de Obra en empresa instaladora.-Experiencia en la realización de proyectos en instalaciones de edificación singular.";"Instalación de telecomunicaciones, climatización, fontanería, electricidad y domótica.";"Palma";"Según valía del candidato";"Oferta laboral";"14/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51156.html?locale=es"
"235";"Graduado/a en Educación Infantil";"51152";"Datos de interés, Inglés, Grado de Educación Infantil";;"Ser el/la tutor/a de un grupo de niños y niñas de primer ciclo de Infantil.";"Escuela infantil primer ciclo";"Calvià";"450";"Oferta laboral";"08/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51152.html?locale=es"
"236";"Gerente de Promoción";"51150";"Datos de interés, Ingeniería de caminos, canales y puertos, Arquitectura, Grado de Ingeniería de Edificación";;"Buscamos Ingenieros/as y Arquitectos/as con 1-2 años de experiencia en posiciones relacionadas con gestión de la construcción para formarles de manera integral convirtiéndolos en los futuros Gerentes de Promoción de Aedas Homes";"Promoción inmobiliaria";"Palma";"Según convenio";"Oferta laboral";"31/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51150.html?locale=es"
"237";"Delineant de estructuras";"51143";"Datos de interés, Microsoft Excel, Grado de Ingeniería de Edificación, Autocad";"5";"Nuestro despacho se dedica al cálculo de estructures de edificación y, por lo tanto, las funciones a desarrollar por el becario serán las de delineación de planos de estructures y, si es de su interés, en un futuro aprender a calcular estructures.";"Càlcul d'estructures i projectes tècnics d'arquitectura";"Manacor";"450";"Prácticas para estudiantes universitarios grado y postgrado";"02/01/2019 - 09/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51143.html?locale=es"
"238";"Educador/a infantil - Auxiliar";"51099";"Datos de interés, Maestro de educación infantil, Grado de Educación Infantil, Educador/a de guardería";;"- Realizar actividades programadas.- Seguimiento de los niños.- Mantener informadas a las familias.- Dar apoyo individual y grupal.- Garantizar el cuidado y aprendizaje de los niños.- Coordinación con el equipo de orientación.";"Multiserveis";"Palma";"Segons conveni";"Oferta laboral";"09/01/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51099.html?locale=es"
"239";"Profesor/a de alemán";"51088";"Datos de interés, Alemán, Grado de Traducción e Interpretación: Inglés y Alemán, Licenciatura en filología alemana, Maestro de lengua extranjera, Licenciatura en traducción y interpretación, Diplomatura en turismo, Grado de Turismo";;"Impartir curso de alemán para adultos del ámbito de la hotelería.";"Formació no reglada";"Capdepera";"15€/hora";"Oferta laboral";"22/01/2019 - 14/03/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51088.html?locale=es"
"240";"Profesor/a de informática";"51068";"Datos de interés, Inglés, Grado de Ingeniería Informática, Ingeniería en informática, Ingeniería técnica en informática de gestión, Ingeniería técnica en informática de sistemas, Grado de Ingeniería en Informática de Gestión, Grado de Ingeniería de Sistemas de Información, Doble titulación: grado de matemáticas y ingeniería telemática, Grado de Matemáticas, Licenciatura en matemáticas, Grado en Ingeniería en Informática de Sistemas, Màster Universitario en Formación del Profesorado";;"Dar clase de informática a alumnos/as de secundaria. Las clases se tienen que hacer en lengua inglesa.Preparar temario pruebas oficiales de Cambridge (IGCSE) /AS / A Level";"";"Calvià";"Segons conveni";"Oferta laboral";"07/01/2019 - 24/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51068.html?locale=es"
"241";"Software engineer";"50590";"Datos de interés, Grado de Ingeniería Informática, Grado de Ingeniería Telemática, Grado de Matemáticas, Grado de Ingeniería Electrónica Industrial y Automática, Doble titulación: grado de matemáticas y ingeniería telemática, Máster Universitario de Análisis de Datos Masivos en Economía y Empresa, Máster Universitario en Ingeniería Informática";"5";"Desarrollar aplicaciones e integraciones del sector turístico.Integrarse en un grupo coordinado de gestión de proyectos.";"Programació, comercialització i màrqueting informàtic";"Palma";"650";"Prácticas para estudiantes universitarios grado y postgrado";"17/12/2018 - 27/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50590.html?locale=es"
"242";"Beca Auditoría Financiera PwC";"51110";"Datos de interés, Grado de Administración de Empresas, Grado de Economía, Doble titulación: grado de administración de empresas y grado de derecho, Máster Universitario en Contabilidad y Auditoria, Inglés";"5";"Complementar y aplicar en la práctica los conocimientos teóricos adquiridos en la Universidad, mediante la realización de tareas como las que se describen a continuación, en la División de Auditoría de PwC: -Apoyo en la gestión de documentos e información-Colaboración en la búsqueda y análisis de información y documentación-Colaboración en las tareas de archivo documental-Apoyo en la presentación y gestión de documentos-Colaboración en la redacción y cumplimentación de documentos e informes, etc.";"Auditoría y Consultoría";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"10/12/2018 - 26/04/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51110.html?locale=es"
"243";"Asistente/a de Asuntos Regulatorios";"50973";"Datos de interés, Inglés, Castellano, Open Office, Licenciatura en farmacia, Licenciatura en biología, Licenciatura en bioquímica, Licenciatura en química, Grado de Biología, Grado de Bioquímica, Grado de Química, Alemán, Francés, Farmacéutico/a";;"Elaboración, revisión, actualización y adaptación del dossier de registro en formato CTD y/o eCTD dependiendo de las diferentes agencias regulatorias europeas.Intercomunicación con las autoridades competentes europeas para desarrollar el dossier de registro necesario para la autorización de comercialización, según la normativa vigente de cada país.Traducción de documentación técnica.";"Producción de especialidades farmacéuticas";"Consell";"18000 - 24000";"Oferta laboral";"14/01/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50973.html?locale=es"
"244";"Delineante proyectos de estructuras";"50969";"Datos de interés, Arquitectura técnica, Grado de Ingeniería de Edificación, Delineante, Autocad";;"Delineación de proyectos de estructuras (hormigón, madera, acero).Se ofrece media jornada(de 9:00 a 15:00)Salario según experiencia.";"Càlcul d'estructures i projectes tècnics d'arquitectura";"Manacor";"10100";"Oferta laboral";"13/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50969.html?locale=es"
"245";"Responsable de prevención y seguridad en obras";"50662";"Datos de interés, Grado de Ingeniería en Obras Públicas, Ingeniería técnica en obras públicas, Grado de Ingeniería  Civil, Máster Universitario en Salud Laboral (Prevención de Riesgos Laborales)";;"Seleccionamos Técnico/a de Prevención de Riesgos Laborales para trabajar a pie de obra en importante proyecto de obra civil en MallorcaSe encargará de la adaptación del plan de seguridad a la obra, redacción de anexos, supervisión del cumplimiento del planta, control de documentación de subcontratas, formación e información de los trabajadores. Reuniones con la coordinación de seguridad de la obra.También se encargará de calidad y medio ambiente de la obra.";"Construcción";"Palma";"25000-32000";"Oferta laboral";"17/12/2018 - 24/09/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50662.html?locale=es"
"246";"Recepcionista Hotel 4*";"16421";"NA";;;"RRHH";"Palma";;;"07/12/2018 - 08/02/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-16421.html?locale=es"
"247";"Técnico de prevención de riesgos laborales";"51140";"Datos de interés, Máster Universitario en Salud Laboral (Prevención de Riesgos Laborales)";;"Técnico Prevención Riesgos Laborales.Mantenimiento sistema calidad y Medio ambiente.Formación interna.";"EQUIPAMENT per a HOTELS";"Palma";"30000";"Oferta laboral";"17/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51140.html?locale=es"
"248";"Administrativo/a marketing";"50886";"Datos de interés, Grado de Administración de Empresas, Grado de Turismo, Doble titulación: grado de administración de empresas y grado de turismo, Grado de Economía, Doble titulación: grado de economia y grado de turismo, Inglés";"5";"- A través de la adecuada formación, introducir datos de clientes y proveedores de textos e información numérica a partir de bases de datos (páginas web, programas, etc.) atendiendo a plazos de entrega.- Ayudar en la recopilación, verificación al detalle y por el tipo de información productos a fin de implementar en bases de datos, programas internos o presupuestos.- Contribuir a detectar posibles errores o deficiencias, corregir cualquier anomalía de los productos en relación al objetivo (presupuestos, página web, clientes).- Cooperar en la búsqueda de información extra para finalizar documentos.- Aprendizaje de procedimientos y técnicas propias para alcanzar los objetivos. - Generar informes, guardar trabajos completos en ubicaciones designadas y realizar la copia de respaldo de las operaciones.- Reportar a los responsables del departamentos del estado de los trabajos.- Ponerse en contacto con los diferentes agentes dentro y fuera de la empresa que influyen en los procesos del departamento por diferente vías (teléfono, reuniones, mails, ...).- Mantener la confidencialidad de la información.- Atender a las solicitudes de información y los archivos relevantes de acceso.- Acatar con la política de seguridad y la integridad de los datos tratados.- Hacer un uso adecuado de los equipos de la oficina y prevenir usos indebidos de los mismos.- Aprendizaje de los métodos propios del departamento en contacto con profesionales de primer nivel.- Formar parte de los objetivos de una empresa en continuo crecimiento.";"Reparación y mantenimiento de embarcaciones de recreo";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"17/12/2018 - 31/05/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50886.html?locale=es"
"249";"Director/a Beach Club y restaurante";"16440";"NA";;;"Consultoría empresarial y de selección de personal";"Palma";;;"07/12/2018 - 08/12/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-16440.html?locale=es"
"250";"Comercial";"16439";"NA";;;"Portal web - alquiler vacacional";"Palma";;;"04/12/2018 - 31/01/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-16439.html?locale=es"
"251";"Ayudante de Marketing y ventas";"51136";"Datos de interés, Inglés, Grado de Administración de Empresas, Grado de Turismo, Grado de Economía, Doble titulación: grado de economia y grado de turismo, Doble titulación: grado de administración de empresas y grado de turismo, Grado de Marketing, Doble titulación: grado de administración de empresas y grado de derecho";;"En Travel Compositor el trabajador estará integrado en el Departamento de Marketing y ventas, sus principales funciones consistirán en:- Preparación de documentación comercial, como catálogos, diseños,etc.- Preparación de presentaciones comerciales, sobre Power Point, vídeos, etc.- Gestión de redes sociales.- Preparación de stands de ferias y otros: diseño del stand, montaje y desmontaje del material de feria, carteles publicitarios, cartelería industrial, banners.- Compra y gestión de material publicitario: compra de merchandising, publicidad compartida con clientes, conservación, orden e inventario del almacén de material promocional, envío a la red comercial o a ferias.- Web: mantenimiento y actualización de textos.Se ofrece- Incorporación estable.- Posibilidades de desarrollo profesional.- Retribución negociable en función del perfil y valores aportados.";"Agencia de viajes online, y comercializadora de software para agencias de viajes.";"Palma";"14.000 aprox.";"Oferta laboral";"10/12/2018 - 31/12/2020";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51136.html?locale=es"
"252";"Administrativo/a contable";"51135";"Datos de interés, Administrativo/a, Diplomatura en ciencias empresariales, Grado de Ciencias Empresariales, Grado de Administración de Empresas, Licenciatura en administración y dirección de empresas, Grado de Administración de Empresas y Grado de Derecho";;"Control y seguimiento contabilidad.Gestión administrativa colegio.Gestión laboral en coordinación con el asesor laboral.Gestión de proveedores y pagos.";"EDUCACIÓN";"Inca";"20.000";"Oferta laboral";"10/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51135.html?locale=es"
"253";"Técnico/a en PRL";"51009";"Datos de interés, Grado de Relaciones Laborales, Máster Universitario en Salud Laboral (Prevención de Riesgos Laborales)";"5";"- Apoyo a la hora de organizar, desarrollar, implantar y hacer seguimiento de los proyectos de Formación de Prevención de Riesgos Laborales- Apoyo técnico para realizar las revisiones de las evaluaciones de riesgos- Apoyo al responsable de PRL en todas sus tareas derivadas de su cargo";"Multiserveis";"";"630";"Prácticas para estudiantes universitarios grado y postgrado";"10/12/2018 - 07/05/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51009.html?locale=es"
"254";"Desarrolladores Java";"50885";"Datos de interés, Ingeniería técnica en informática de gestión, Ingeniería técnica en informática de sistemas, Grado de Ingeniería Informática, Grado en Ingeniería en Informática de Sistemas, Grado de Ingeniería en Informática de Gestión, Ingeniería en informática, Ingeniería en telecomunicación, Grado de Ingeniería de Sistemas de Información, Grado de Ingeniería Telemática, Java";;"Funciones de programador/a o analista programador/a en proyectos de desarrollo web en entornos Java. Se valorarán los conocimientos J2EE, Spring y Hibernate.";"Desenvolupament de projectes informàtics";"Manacor";"A convenir";"Oferta laboral";"12/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50885.html?locale=es"
"255";"CTO. Responsable técnico de proyectos";"50808";"Datos de interés, Grado en Ingeniería en Informática de Sistemas, Ingeniería en informática, Ingeniería técnica en informática de gestión, Ingeniería técnica en informática de sistemas, Grado de Ingeniería de Sistemas de Información, Grado de Ingeniería en Informática de Gestión, Grado de Ingeniería Informática";;"¿Eres un desarrollador FULL STACK? ¿Te gustaría unirte a una startup y trabajar en nuevas tecnologías? Somos una startup incubada en el Parc Bit  con la misión clara de ayudar a la pymes a su transformación digital a través de la herramienta de software más sencilla y que mejores resultados produce en la rentabilidad de  gestión de obras y mantenimientos. Contamos con un pequeño equipo, con tracción, clientes fieles con facturación creciente y con un gran ecosistema de partners y network.Estamos buscando a una persona que tenga experiencia y conocimientos de experto como desarrollador full stack, que tenga conocimientos o quiera aprender de procesos, ioT e inteligencia artificial, que le guste el trabajo en equipo, que sea divertido e inspirador para trabajar y que sea un apasionado de nuestra misión que no es otra que construir el programa más sencillo de para pymes que se dedican a la gestión y el control de obras y mantenimientos. Se hará cargo de los productos actuales, trabajando con los equipos de desarrollo. En ellos tendrá entre otras, la función de evolucionar la plataforma actual. Las tareas principales:Coordinar e impulsar el desarrollo de la plataforma de Gestión de obras y mantenimientos dirigidas a PYMES del sector de la instalación y construcción. Liderar con el ejemplo.Ayuda para definir la arquitectura técnica, el diseño del sistema y la infraestructura en los sucesivos proyectos.Realizar implantaciones y/o formaciones a clientes en fase inicial, para poder retroalimentarse con feedback de las mejoras a implementar.Esbozar nuestra hoja de ruta de desarrollo a corto, medio y largo plazo  y llevarla hacia adelante.Equilibrar y priorizar los requerimientos de los clientes, los recursos del desarrollador y los costes con vistas a esta hoja de ruta de desarrollo.Planificar y conducir los sprints, siendo polivalente con gestión hands-on, escribiendo su propio código y ayudando y verificando la calidad del código de su equipo.Disfrutar con el desafío de construir y hacer crecer soluciones innovadoras con tecnologías emergentes.Tener la formación y experiencia de un desarrollador Full Stack.Ser ambivalente con un ojo para los aspectos estratégicos y a las tendencias tecnológicas y con otro en la gestión eficaz del equipo de desarrollo y los costes de implantación.Ser proactivo, con empuje y capacidad de prosperar en un entorno de start up y de rápido movimiento.Empoderamiento: liderar las áreas o temas de su responsabilidad, confiamos en que serán conducidos a su terminación, en tiempo y con alta calidad.Con pensamiento estratégico, pero con un sesgo hacia el ?Job to be done? sin sobre-pensarlo.Ser estructurado, enfocado y son capacidad de mantener las listas de tareas y líneas de tiempo.Se valorará el comunicarse fluida y eficazmente en inglés.Estar comprometido con el trabajo y la oportunidad de crecimiento en una startup.Disfrutar trabajando como una parte más de nuestro equipo.Remuneración acorde a la experiencia y aportación del candidato. La estructura será en base a un fijo + variable por proyectos + formación en cursos, certificaciones Se estudiará la posibilidad de entrar con un % de acciones para ser socio de la empresa tras el año de trabajo.";"consultoria en noves tecnologies";"Palma";"28000";"Oferta laboral";"12/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50808.html?locale=es"
